APP: task-management || date: 2024-09-09 09:36:17.014 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 50 || message: Starting WebclientServiceApplication using Java 22.0.2 with PID 19884 (C:\Users\User\Desktop\SpringBoot\webclient-service\target\classes started by User in C:\Users\User\Desktop\SpringBoot\webclient-service) 
APP: task-management || date: 2024-09-09 09:43:48.595 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 56 || message: Started WebclientServiceApplication in 2.391 seconds (process running for 311.757) 
APP: task-management || date: 2024-09-09 09:43:48.597 || thread: [restartedMain] || level: INFO  || logger: o.s.b.d.a.ConditionEvaluationDeltaLoggingListener || line: 63 || message: Condition evaluation unchanged 
APP: task-management || date: 2024-09-09 09:44:30.734 || thread: [File Watcher] || level: INFO  || logger: o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener || line: 211 || message: Restarting due to 1 class path change (0 additions, 1 deletion, 0 modifications) 
APP: task-management || date: 2024-09-09 09:44:30.737 || thread: [Thread-37] || level: INFO  || logger: o.a.coyote.http11.Http11NioProtocol || line: 173 || message: Stopping ProtocolHandler ["http-nio-8081"] 
APP: task-management || date: 2024-09-09 09:44:30.955 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 50 || message: Starting WebclientServiceApplication using Java 22.0.2 with PID 9916 (C:\Users\User\Desktop\SpringBoot\webclient-service\target\classes started by User in C:\Users\User\Desktop\SpringBoot\webclient-service) 
APP: task-management || date: 2024-09-09 09:44:30.956 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 654 || message: No active profile set, falling back to 1 default profile: "default" 
APP: task-management || date: 2024-09-09 09:44:31.399 || thread: [restartedMain] || level: INFO  || logger: o.s.cloud.context.scope.GenericScope || line: 282 || message: BeanFactory id=f50520dc-8a3f-3ff5-974d-1d3b672ef695 
APP: task-management || date: 2024-09-09 09:44:31.590 || thread: [restartedMain] || level: INFO  || logger: o.s.b.w.e.tomcat.TomcatWebServer || line: 111 || message: Tomcat initialized with port 8081 (http) 
APP: task-management || date: 2024-09-09 09:44:31.591 || thread: [restartedMain] || level: INFO  || logger: o.a.coyote.http11.Http11NioProtocol || line: 173 || message: Initializing ProtocolHandler ["http-nio-8081"] 
APP: task-management || date: 2024-09-09 09:44:31.591 || thread: [restartedMain] || level: INFO  || logger: o.a.catalina.core.StandardService || line: 173 || message: Starting service [Tomcat] 
APP: task-management || date: 2024-09-09 09:44:31.591 || thread: [restartedMain] || level: INFO  || logger: o.a.catalina.core.StandardEngine || line: 173 || message: Starting Servlet engine: [Apache Tomcat/10.1.28] 
APP: task-management || date: 2024-09-09 09:44:31.622 || thread: [restartedMain] || level: INFO  || logger: o.a.c.c.C.[Tomcat-2].[localhost].[/] || line: 173 || message: Initializing Spring embedded WebApplicationContext 
APP: task-management || date: 2024-09-09 09:44:31.622 || thread: [restartedMain] || level: INFO  || logger: o.s.b.w.s.c.ServletWebServerApplicationContext || line: 296 || message: Root WebApplicationContext: initialization completed in 664 ms 
APP: task-management || date: 2024-09-09 09:44:31.807 || thread: [restartedMain] || level: WARN  || logger: o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext || line: 633 || message: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'taskController' defined in file [C:\Users\User\Desktop\SpringBoot\webclient-service\target\classes\com\project\webclient_service\controller\TaskController.class]: Unsatisfied dependency expressed through constructor parameter 0: No qualifying bean of type 'com.project.webclient_service.service.TaskService' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {} 
APP: task-management || date: 2024-09-09 09:44:31.807 || thread: [restartedMain] || level: INFO  || logger: o.a.catalina.core.StandardService || line: 173 || message: Stopping service [Tomcat] 
APP: task-management || date: 2024-09-09 09:44:31.815 || thread: [restartedMain] || level: INFO  || logger: o.s.b.a.l.ConditionEvaluationReportLogger || line: 82 || message: 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled. 
APP: task-management || date: 2024-09-09 09:44:33.303 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 50 || message: Starting WebclientServiceApplication using Java 22.0.2 with PID 9916 (C:\Users\User\Desktop\SpringBoot\webclient-service\target\classes started by User in C:\Users\User\Desktop\SpringBoot\webclient-service) 
APP: task-management || date: 2024-09-09 09:44:33.303 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 654 || message: No active profile set, falling back to 1 default profile: "default" 
APP: task-management || date: 2024-09-09 09:44:33.635 || thread: [restartedMain] || level: INFO  || logger: o.s.cloud.context.scope.GenericScope || line: 282 || message: BeanFactory id=3f35a0f9-7fe0-3bf6-b64b-8518112e08ca 
APP: task-management || date: 2024-09-09 09:44:33.796 || thread: [restartedMain] || level: INFO  || logger: o.s.b.w.e.tomcat.TomcatWebServer || line: 111 || message: Tomcat initialized with port 8081 (http) 
APP: task-management || date: 2024-09-09 09:44:33.797 || thread: [restartedMain] || level: INFO  || logger: o.a.coyote.http11.Http11NioProtocol || line: 173 || message: Initializing ProtocolHandler ["http-nio-8081"] 
APP: task-management || date: 2024-09-09 09:44:33.797 || thread: [restartedMain] || level: INFO  || logger: o.a.catalina.core.StandardService || line: 173 || message: Starting service [Tomcat] 
APP: task-management || date: 2024-09-09 09:44:33.798 || thread: [restartedMain] || level: INFO  || logger: o.a.catalina.core.StandardEngine || line: 173 || message: Starting Servlet engine: [Apache Tomcat/10.1.28] 
APP: task-management || date: 2024-09-09 09:44:33.822 || thread: [restartedMain] || level: INFO  || logger: o.a.c.c.C.[Tomcat-3].[localhost].[/] || line: 173 || message: Initializing Spring embedded WebApplicationContext 
APP: task-management || date: 2024-09-09 09:44:33.823 || thread: [restartedMain] || level: INFO  || logger: o.s.b.w.s.c.ServletWebServerApplicationContext || line: 296 || message: Root WebApplicationContext: initialization completed in 519 ms 
APP: task-management || date: 2024-09-09 09:44:35.173 || thread: [restartedMain] || level: INFO  || logger: o.s.b.d.a.OptionalLiveReloadServer || line: 59 || message: LiveReload server is running on port 0 
APP: task-management || date: 2024-09-09 09:44:35.248 || thread: [restartedMain] || level: INFO  || logger: o.s.b.a.e.web.EndpointLinksResolver || line: 60 || message: Exposing 1 endpoint beneath base path '/actuator' 
APP: task-management || date: 2024-09-09 09:44:35.283 || thread: [restartedMain] || level: INFO  || logger: o.a.coyote.http11.Http11NioProtocol || line: 173 || message: Starting ProtocolHandler ["http-nio-8081"] 
APP: task-management || date: 2024-09-09 09:44:35.293 || thread: [restartedMain] || level: INFO  || logger: o.s.b.w.e.tomcat.TomcatWebServer || line: 243 || message: Tomcat started on port 8081 (http) with context path '/' 
APP: task-management || date: 2024-09-09 09:44:35.317 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 56 || message: Started WebclientServiceApplication in 2.063 seconds (process running for 358.478) 
APP: task-management || date: 2024-09-09 09:44:35.318 || thread: [restartedMain] || level: INFO  || logger: o.s.b.d.a.ConditionEvaluationDeltaLoggingListener || line: 63 || message: Condition evaluation unchanged 
APP: task-management || date: 2024-09-09 10:01:21.348 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 50 || message: Starting WebclientServiceApplication using Java 22.0.2 with PID 19584 (C:\Users\User\Desktop\SpringBoot\webclient-service\target\classes started by User in C:\Users\User\Desktop\SpringBoot\webclient-service) 
APP: task-management || date: 2024-09-09 10:01:21.350 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 654 || message: No active profile set, falling back to 1 default profile: "default" 
APP: task-management || date: 2024-09-09 10:01:21.388 || thread: [restartedMain] || level: INFO  || logger: o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor || line: 252 || message: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable 
APP: task-management || date: 2024-09-09 10:01:21.388 || thread: [restartedMain] || level: INFO  || logger: o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor || line: 252 || message: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' 
APP: task-management || date: 2024-09-09 10:01:22.653 || thread: [restartedMain] || level: INFO  || logger: o.s.cloud.context.scope.GenericScope || line: 282 || message: BeanFactory id=3f35a0f9-7fe0-3bf6-b64b-8518112e08ca 
APP: task-management || date: 2024-09-09 10:01:23.306 || thread: [restartedMain] || level: INFO  || logger: o.s.b.w.e.tomcat.TomcatWebServer || line: 111 || message: Tomcat initialized with port 8081 (http) 
APP: task-management || date: 2024-09-09 10:01:23.314 || thread: [restartedMain] || level: INFO  || logger: o.a.coyote.http11.Http11NioProtocol || line: 173 || message: Initializing ProtocolHandler ["http-nio-8081"] 
APP: task-management || date: 2024-09-09 10:01:23.316 || thread: [restartedMain] || level: INFO  || logger: o.a.catalina.core.StandardService || line: 173 || message: Starting service [Tomcat] 
APP: task-management || date: 2024-09-09 10:01:23.317 || thread: [restartedMain] || level: INFO  || logger: o.a.catalina.core.StandardEngine || line: 173 || message: Starting Servlet engine: [Apache Tomcat/10.1.28] 
APP: task-management || date: 2024-09-09 10:01:23.381 || thread: [restartedMain] || level: INFO  || logger: o.a.c.c.C.[Tomcat].[localhost].[/] || line: 173 || message: Initializing Spring embedded WebApplicationContext 
APP: task-management || date: 2024-09-09 10:01:23.382 || thread: [restartedMain] || level: INFO  || logger: o.s.b.w.s.c.ServletWebServerApplicationContext || line: 296 || message: Root WebApplicationContext: initialization completed in 1993 ms 
APP: task-management || date: 2024-09-09 10:01:25.487 || thread: [restartedMain] || level: INFO  || logger: o.s.b.d.a.OptionalLiveReloadServer || line: 59 || message: LiveReload server is running on port 64044 
APP: task-management || date: 2024-09-09 10:01:25.571 || thread: [restartedMain] || level: INFO  || logger: o.s.b.a.e.web.EndpointLinksResolver || line: 60 || message: Exposing 1 endpoint beneath base path '/actuator' 
APP: task-management || date: 2024-09-09 10:01:25.630 || thread: [restartedMain] || level: INFO  || logger: o.a.coyote.http11.Http11NioProtocol || line: 173 || message: Starting ProtocolHandler ["http-nio-8081"] 
APP: task-management || date: 2024-09-09 10:01:25.656 || thread: [restartedMain] || level: INFO  || logger: o.s.b.w.e.tomcat.TomcatWebServer || line: 243 || message: Tomcat started on port 8081 (http) with context path '/' 
APP: task-management || date: 2024-09-09 10:01:25.681 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 56 || message: Started WebclientServiceApplication in 4.866 seconds (process running for 5.99) 
APP: task-management || date: 2024-09-09 10:01:32.675 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: o.a.c.c.C.[Tomcat].[localhost].[/] || line: 173 || message: Initializing Spring DispatcherServlet 'dispatcherServlet' 
APP: task-management || date: 2024-09-09 10:01:32.675 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: o.s.web.servlet.DispatcherServlet || line: 532 || message: Initializing Servlet 'dispatcherServlet' 
APP: task-management || date: 2024-09-09 10:01:32.676 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: o.s.web.servlet.DispatcherServlet || line: 554 || message: Completed initialization in 1 ms 
APP: task-management || date: 2024-09-09 10:01:32.703 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:32.704 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:33.002 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:34.234 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:34.235 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:34.245 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:35.057 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:35.057 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:35.062 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:35.848 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:35.848 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:35.855 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:36.532 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:36.532 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:36.539 || thread: [http-nio-8081-exec-5] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:37.198 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:37.199 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:37.204 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:37.847 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:37.848 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:37.874 || thread: [http-nio-8081-exec-2] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:38.513 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:38.514 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:38.519 || thread: [http-nio-8081-exec-4] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:39.139 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:39.139 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:39.146 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:39.807 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:39.807 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:39.817 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:40.382 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.382 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.382 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.382 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.382 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.384 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:40.986 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.986 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.988 || thread: [http-nio-8081-exec-4] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.988 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.988 || thread: [http-nio-8081-exec-4] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:40.990 || thread: [http-nio-8081-exec-4] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:45.182 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.183 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.183 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.183 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.184 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.186 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:45.974 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.975 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.975 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.975 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.975 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:45.977 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:46.689 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:46.689 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:46.690 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:46.690 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:46.690 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:46.691 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:47.747 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:47.747 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:47.748 || thread: [http-nio-8081-exec-2] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:47.748 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:47.748 || thread: [http-nio-8081-exec-2] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:47.750 || thread: [http-nio-8081-exec-2] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:48.666 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:48.667 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:48.667 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:48.668 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:48.668 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:48.670 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:49.416 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:49.417 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:49.417 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:49.417 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
